word;sentiment
judgment_of_conviction;Negative
execration;Negative
curse;Negative
condemnatory;Negative
excuse;Negative
squeal;Negative
fink;Negative
limit;Negative
bound;Negative
trammel;Negative
circumscribe;Negative
enclose;Negative
restrain;Negative
restrict;Negative
throttle;Negative
imprisoned;Negative
jailed;Negative
captive;Negative
restriction;Negative
parturiency;Negative
lying-in;Negative
labour;Negative
travail;Negative
childbed;Negative
labor;Negative
constraining;Negative
restricting;Negative
limiting;Negative
constrictive;Negative
attach;Negative
sequester;Negative
arrogation;Negative
run_afoul;Negative
contravene;Negative
fight;Negative
engagement;Negative
difference;Negative
struggle;Negative
difference_of_opinion;Negative
battle;Negative
self-contradictory;Negative
at_odds;Negative
present;Negative
face;Negative
face_up;Negative
showdown;Negative
encounter;Negative
face-off;Negative
confound;Negative
befuddle;Negative
blur;Negative
throw;Negative
discombobulate;Negative
bedevil;Negative
disconcert;Negative
mix_up;Negative
obscure;Negative
fox;Negative
fuddle;Negative
obnubilate;Negative
flurry;Negative
jumble;Negative
unconnected;Negative
illogical;Negative
bemused;Negative
disjointed;Negative
at_sea;Negative
confounded;Negative
bewildered;Negative
befuddled;Negative
baffled;Negative
mazed;Negative
garbled;Negative
mixed-up;Negative
scattered;Negative
puzzling;Negative
perplexing;Negative
bewilderingly;Negative
confusedness;Negative
mix-up;Negative
disarray;Negative
mental_confusion;Negative
discombobulation;Negative
muddiness;Negative
cabal;Negative
confederacy;Negative
coconspirator;Negative
machinator;Negative
plotter;Negative
conspirative;Negative
machinate;Negative
conjure;Negative
complot;Negative
disrespect;Negative
disdain;Negative
scorn;Negative
make_out;Negative
vie;Negative
grapple;Negative
contest;Negative
repugn;Negative
manage;Negative
postulate;Negative
compete;Negative
deal;Negative
make_do;Negative
get_by;Negative
cope;Negative
rivalry;Negative
competition;Negative
disputatious;Negative
combative;Negative
disputative;Negative
litigious;Negative
compression;Negative
muscle_contraction;Negative
condensation;Negative
muscular_contraction;Negative
belie;Negative
negate;Negative
controvert;Negative
contradiction_in_terms;Negative
mutually_exclusive;Negative
confounding;Negative
obstinate;Negative
wayward;Negative
perverse;Negative
opposite;Negative
yardbird;Negative
yard_bird;Negative
con;Negative
inmate;Negative
article_of_faith;Negative
strong_belief;Negative
compensate;Negative
castigate;Negative
adjust;Negative
counterbalance;Negative
discipline;Negative
sort_out;Negative
chastise;Negative
correct;Negative
even_off;Negative
chasten;Negative
slump;Negative
even_up;Negative
rectify;Negative
right;Negative
even_out;Negative
chastisement;Negative
chastening;Negative
rectification;Negative
fudge_factor;Negative
department_of_corrections;Negative
cloud;Negative
debauch;Negative
demoralise;Negative
profane;Negative
misdirect;Negative
subvert;Negative
defile;Negative
demoralize;Negative
sully;Negative
spoil;Negative
crooked;Negative
deprave;Negative
contaminating;Negative
depravation;Negative
putrescence;Negative
putridness;Negative
putrefaction;Negative
depravity;Negative
degeneracy;Negative
subversion;Negative
rottenness;Negative
corruptedly;Negative
pricey;Negative
dearly-won;Negative
dear;Negative
high-priced;Negative
pricy;Negative
forge;Negative
imitative;Negative
fake;Negative
forger;Negative
criminal_offense;Negative
criminal_offence;Negative
law-breaking;Negative
offense;Negative
outlaw;Negative
malefactor;Negative
felon;Negative
reprehensible;Negative
vicious;Negative
crook;Negative
deplorable;Negative
condemnable;Negative
reprehensively;Negative
vital;Negative
decisive;Negative
unfavorable_judgment;Negative
critique;Negative
literary_criticism;Negative
criticise;Negative
pick_apart;Negative
knock;Negative
all-important;Negative
important;Negative
of_the_essence;Negative
essential;Negative
all_important;Negative
blameworthiness;Negative
culpableness;Negative
blameworthy;Negative
blameful;Negative
blamable;Negative
blameable;Negative
censurable;Negative
reprehensibly;Negative
awkward;Negative
inept;Negative
inapt;Negative
cumbrous;Negative
ill-chosen;Negative
clumsy;Negative
curb;Negative
cut_short;Negative
clip;Negative
cut_back;Negative
retrenchment;Negative
suppression;Negative
tailor;Negative
cutting_off;Negative
hack;Negative
prune;Negative
baseball_swing;Negative
trimmed;Negative
swerve;Negative
trim;Negative
thin;Negative
gelded;Negative
curve;Negative
write_out;Negative
slash;Negative
issue;Negative
switch_off;Negative
rationalise;Negative
cold_shoulder;Negative
turn_out;Negative
swing;Negative
trim_back;Negative
slew;Negative
veer;Negative
bring_down;Negative
edit;Negative
cut_of_meat;Negative
sheer;Negative
emasculated;Negative
mown;Negative
trend;Negative
slice;Negative
stinger;Negative
shorten;Negative
cut_off;Negative
deletion;Negative
foreshorten;Negative
slashed;Negative
edit_out;Negative
contract;Negative
skip;Negative
reduce;Negative
abbreviate;Negative
gash;Negative
cut_down;Negative
thin_out;Negative
turn_off;Negative
trim_down;Negative
geld;Negative
snub;Negative
cutting;Negative
excision;Negative
thinned;Negative
abridge;Negative
slue;Negative
shortened;Negative
legal_injury;Negative
scathe;Negative
terms;Negative
equipment_casualty;Negative
restitution;Negative
indemnification;Negative
indemnity;Negative
amends;Negative
prejudicious;Negative
deaden;Negative
muffle;Negative
moisten;Negative
mute;Negative
wash;Negative
stifle;Negative
tone_down;Negative
dull;Negative
risk;Negative
life-threatening;Negative
grievous;Negative
grave;Negative
hazardously;Negative
perilously;Negative
stalemate;Negative
dead_end;Negative
stalemated;Negative
avert;Negative
deflect;Negative
forfend;Negative
forefend;Negative
head_off;Negative
stave_off;Negative
obviate;Negative
fend_off;Negative
ward_off;Negative
kick_the_bucket;Negative
perish;Negative
decedent;Negative
expire;Negative
pass_away;Negative
choke;Negative
buy_the_farm;Negative
pass;Negative
gone;Negative
departed;Negative
cash_in_one's_chips;Negative
decease;Negative
dead_soul;Negative
pop_off;Negative
give-up_the_ghost;Negative
deceased_person;Negative
asleep;Negative
at_peace;Negative
conk;Negative
exit;Negative
drop_dead;Negative
croak;Negative
snuff_it;Negative
at_rest;Negative
dead_person;Negative
dissembling;Negative
dissimulation;Negative
double-dealing;Negative
double-tongued;Negative
duplicitous;Negative
two-faced;Negative
double-faced;Negative
Janus-faced;Negative
fallacious;Negative
ambidextrous;Negative
craftiness;Negative
guile;Negative
delude;Negative
betray;Negative
lead_on;Negative
lead_astray;Negative
cozen;Negative
legerdemain;Negative
conjuration;Negative
conjuring_trick;Negative
magic_trick;Negative
trick;Negative
magic;Negative
thaumaturgy;Negative
illusion;Negative
shoddy;Negative
delusory;Negative
deceivingly;Negative
declination;Negative
wane;Negative
downslope;Negative
declension;Negative
fall;Negative
turn_down;Negative
pass_up;Negative
go_down;Negative
declivity;Negative
descent;Negative
decay;Negative
disfigure;Negative
blemish;Negative
disfiguration;Negative
disfigurement;Negative
hatchet_job;Negative
aspersion;Negative
calumniation;Negative
obloquy;Negative
traducement;Negative
calumny;Negative
calumnious;Negative
libelous;Negative
libellous;Negative
denigratory;Negative
calumniatory;Negative
denigrative;Negative
smirch;Negative
besmirch;Negative
asperse;Negative
smear;Negative
calumniate;Negative
default_option;Negative
nonremittal;Negative
default_on;Negative
get_the_better_of;Negative
kill;Negative
vote_out;Negative
shoot_down;Negative
licking;Negative
vote_down;Negative
thwarted;Negative
discomfited;Negative
foiled;Negative
shortcoming;Negative
mar;Negative
support;Negative
fight_back;Negative
champion;Negative
fight_down;Negative
represent;Negative
guard;Negative
fend_for;Negative
maintain;Negative
justificatory;Negative
justificative;Negative
defensive_attitude;Negative
remit;Negative
hold_over;Negative
put_over;Negative
shelve;Negative
table;Negative
give_in;Negative
set_back;Negative
submit;Negative
bow;Negative
prorogue;Negative
want;Negative
wanting;Negative
bunco;Negative
scam;Negative
short-change;Negative
mulct;Negative
nobble;Negative
gyp;Negative
diddle;Negative
victimize;Negative
gip;Negative
swindle;Negative
goldbrick;Negative
rook;Negative
hornswoggle;Negative
abasement;Negative
abjection;Negative
put_down;Negative
cheapen;Negative
take_down;Negative
demean;Negative
profligate;Negative
debauched;Negative
libertine;Negative
fast;Negative
degenerate;Negative
riotous;Negative
dissipated;Negative
dissolute;Negative
debasing;Negative
time_lag;Negative
hold_up;Negative
wait;Negative
holdup;Negative
retard;Negative
hurtful;Negative
calculated;Negative
measured;Negative
consider;Negative
careful;Negative
moot;Negative
turn_over;Negative
designedly;Negative
on_purpose;Negative
by_design;Negative
purposely;Negative
by_choice;Negative
intentionally;Negative
measuredly;Negative
advisedly;Negative
juvenile_delinquency;Negative
willful_neglect;Negative
remiss;Negative
juvenile_delinquent;Negative
dying;Negative
death;Negative
crush;Negative
pulverise;Negative
pulverize;Negative
dismantled;Negative
razed;Negative
razing;Negative
leveling;Negative
tearing_down;Negative
wipeout;Negative
self-abnegation;Negative
abnegation;Negative
disaffirmation;Negative
self-denial;Negative
self-renunciation;Negative
defence;Negative
defense;Negative
demurrer;Negative
traverse;Negative
abnegate;Negative
minimize;Negative
belittle;Negative
derogate;Negative
belittling;Negative
eat_up;Negative
use_up;Negative
exhaust;Negative
wipe_out;Negative
run_through;Negative
eat;Negative
consume;Negative
dismay;Negative
deject;Negative
press_down;Negative
dispirit;Negative
lower;Negative
get_down;Negative
cast_down;Negative
dispirited;Negative
gloomy;Negative
low-spirited;Negative
downcast;Negative
grim;Negative
downhearted;Negative
down;Negative
down_in_the_mouth;Negative
cheerless;Negative
uncheerful;Negative
privation;Negative
neediness;Negative
impoverish;Negative
strip;Negative
dilapidated;Negative
tatterdemalion;Negative
decrepit;Negative
flea-bitten;Negative
woebegone;Negative
abandoned_ship;Negative
creaky;Negative
run-down;Negative
broken-down;Negative
tumble-down;Negative
bedraggled;Negative
ramshackle;Negative
derogative;Negative
destabilisation;Negative
destabilise;Negative
destruct;Negative
ruined;Negative
custody;Negative
detainment;Negative
dissuade;Negative
drop;Negative
decline_in_quality;Negative
determent;Negative
disincentive;Negative
take_away;Negative
noxiously;Negative
undervalue;Negative
devaluate;Negative
depreciate;Negative
ravage;Negative
lay_waste_to;Negative
waste;Negative
scourge;Negative
annihilating;Negative
annihilative;Negative
withering;Negative
crushing;Negative
desolation;Negative
ravaging;Negative
vary;Negative
diverge;Negative
depart;Negative
divergence;Negative
deflection;Negative
divagation;Negative
departure;Negative
deflexion;Negative
digression;Negative
return;Negative
hard;Negative
unmanageable;Negative
difficultness;Negative
decrease;Negative
lessen;Negative
lessened;Negative
atrophied;Negative
belittled;Negative
step-down;Negative
reduction;Negative
disfavour;Negative
differ;Negative
take_issue;Negative
disaccord;Negative
discord;Negative
dissonance;Negative
variance;Negative
dissension;Negative
prohibit;Negative
interdict;Negative
nix;Negative
proscribe;Negative
veto;Negative
go_away;Negative
evaporate;Negative
vanish;Negative
melt;Negative
fade;Negative
let_down;Negative
dissatisfactory;Negative
unsatisfying;Negative
dashing_hopes;Negative
letdown;Negative
dislike;Negative
disassociate;Negative
disjoint;Negative
disunite;Negative
dissociate;Negative
dissociation;Negative
disciplinal;Negative
corrective;Negative
disheartened;Negative
demoralised;Negative
demoralized;Negative
disbelieve;Negative
shamed;Negative
disgraced;Negative
variant;Negative
vomit_up;Negative
spill;Negative
cat;Negative
regurgitate;Negative
be_sick;Negative
upchuck;Negative
sick;Negative
chuck;Negative
vomit;Negative
spue;Negative
barf;Negative
purge;Negative
shed;Negative
retch;Negative
throw_up;Negative
puke;Negative
regorge;Negative
honk;Negative
spew;Negative
cast;Negative
puking;Negative
emesis;Negative
vomiting;Negative
regurgitation;Negative
ignominy;Negative
shame;Negative
attaint;Negative
inglorious;Negative
shameful;Negative
ignominious;Negative
shocking;Negative
shamefully;Negative
dishonourably;Negative
ignominiously;Negative
ingloriously;Negative
discreditably;Negative
venal;Negative
purchasable;Negative
bribable;Negative
corruptible;Negative
deceitfully;Negative
venally;Negative
knavery;Negative
dishonourable;Negative
unpatriotic;Negative
drear;Negative
disconsolate;Negative
drab;Negative
dreary;Negative
dingy;Negative
dark;Negative
drearily;Negative
dreadfully;Negative
sack;Negative
give_notice;Negative
discount;Negative
force_out;Negative
send_packing;Negative
throw_out;Negative
dissolve;Negative
usher_out;Negative
can;Negative
send_away;Negative
brush_off;Negative
brush_aside;Negative
give_the_axe;Negative
give_the_sack;Negative
push_aside;Negative
dismission;Negative
judgment_of_dismissal;Negative
release;Negative
sacking;Negative
pink_slip;Negative
liberation;Negative
judgement_of_dismissal;Negative
laid-off;Negative
discharged;Negative
pink-slipped;Negative
topsy-turvy;Negative
hugger-mugger;Negative
chaotic;Negative
jumbled;Negative
higgledy-piggledy;Negative
pick_at;Negative
derogation;Negative
dispraise;Negative
depreciation;Negative
slightingly;Negative
move;Negative
preempt;Negative
supplanting;Negative
translation;Negative
displacement_reaction;Negative
deracination;Negative
incline;Negative
toss_out;Negative
chuck_out;Negative
fling;Negative
cast_aside;Negative
qualify;Negative
put_away;Negative
discard;Negative
toss;Negative
cast_away;Negative
toss_away;Negative
throw_away;Negative
roofless;Negative
homeless;Negative
contravention;Negative
scrap;Negative
altercate;Negative
quarrel;Negative
argufy;Negative
indispose;Negative
disabling;Negative
forgotten;Negative
irrespective;Negative
no_matter;Negative
disregardless;Negative
to-do;Negative
perturbation;Negative
kerfuffle;Negative
hoo-ha;Negative
hoo-hah;Negative
commotion;Negative
flutter;Negative
hurly_burly;Negative
tumultuous;Negative
turbulent;Negative
disgruntled;Negative
dissatisfy;Negative
contestant;Negative
objector;Negative
dissentient;Negative
heretical;Negative
heterodox;Negative
looseness;Negative
licentiousness;Negative
breakup;Negative
dissipation;Negative
dissolving;Negative
disintegration;Negative
profligacy;Negative
adjournment;Negative
warp;Negative
color;Negative
deform;Negative
garble;Negative
wring;Negative
twist;Negative
twine;Negative
colour;Negative
contort;Negative
tinge;Negative
misshapen;Negative
twisted;Negative
perverted;Negative
deformed;Negative
ill-shapen;Negative
malformed;Negative
deformation;Negative
twisting;Negative
torture;Negative
overrefinement;Negative
distorted_shape;Negative
disquiet;Negative
unhinge;Negative
disorder;Negative
perturb;Negative
cark;Negative
distrait;Negative
misdirection;Negative
beguilement;Negative
straiten;Negative
distraint;Negative
disquieted;Negative
hard-pressed;Negative
in_a_bad_way;Negative
hard_put;Negative
dysphoric;Negative
worried;Negative
unhappy;Negative
raise_up;Negative
commove;Negative
shake_up;Negative
stir_up;Negative
agitate;Negative
fray;Negative
folie;Negative
psychological_disorder;Negative
ruffle;Negative
mental_disturbance;Negative
mental_disorder;Negative
noise;Negative
affray;Negative
brainsick;Negative
unhinged;Negative
unbalanced;Negative
mad;Negative
crazy;Negative
maladjusted;Negative
demented;Negative
troubling;Negative
distressing;Negative
distressful;Negative
perturbing;Negative
worrisome;Negative
diversionary_attack;Negative
recreation;Negative
disport;Negative
hive_off;Negative
amuse;Negative
entertained;Negative
amused;Negative
amusive;Negative
amusing;Negative
undress;Negative
disinvest;Negative
divorcement;Negative
uncertainty;Negative
dubiousness;Negative
dubiety;Negative
doubtfulness;Negative
incertitude;Negative
in_question;Negative
dubitable;Negative
tentative;Negative
dubious;Negative
downswing;Negative
downwardly;Negative
drop_back;Negative
trail;Negative
haul;Negative
retarding_force;Negative
drag_on;Negative
embroil;Negative
hang_back;Negative
cart;Negative
get_behind;Negative
drag_in;Negative
draw;Negative
drag_out;Negative
tangle;Negative
dredge;Negative
sweep_up;Negative
sweep;Negative
puff;Negative
scuff;Negative
drop_behind;Negative
dangle;Negative
throw_off;Negative
drop_off;Negative
knock_off;Negative
drip;Negative
pretermit;Negative
flatten;Negative
fell;Negative
unload;Negative
cast_off;Negative
drop_down;Negative
expend;Negative
dribble;Negative
set_down;Negative
leave_out;Negative
overleap;Negative
spend;Negative
sink;Negative
shake_off;Negative
drouth;Negative
disfunction;Negative
nonadaptive;Negative
relief;Negative
alleviate;Negative
allay;Negative
relieve;Negative
alleviation;Negative
facilitate;Negative
easement;Negative
still;Negative
ease;Negative
moderation;Negative
comfort;Negative
rank;Negative
flagrant;Negative
gross;Negative
glaring;Negative
crying;Negative
trade_stoppage;Negative
trade_embargo;Negative
stymy;Negative
stymie;Negative
abash;Negative
chagrined;Negative
mortified;Negative
abashed;Negative
mortifying;Negative
sticky;Negative
unenviable;Negative
overplus;Negative
superfluity;Negative
plethora;Negative
malversate;Negative
defalcate;Negative
peculate;Negative
defalcation;Negative
peculation;Negative
defalcator;Negative
peculator;Negative
impinge;Negative
trench;Negative
entrench;Negative
invasive;Negative
trespassing;Negative
trespass;Negative
impact;Negative
impingement;Negative
usurpation;Negative
invasion;Negative
constrain;Negative
cumber;Negative
preventive;Negative
preventative;Negative
jeopardise;Negative
menace;Negative
scupper;Negative
queer;Negative
jeopardy;Negative
order;Negative
tell;Negative
enjoinment;Negative
cease_and_desist_order;Negative
gnaw;Negative
gnaw_at;Negative
eat_away;Negative
eat_at;Negative
fret;Negative
wear_away;Negative
scoured;Negative
eating_away;Negative
wearing;Negative
wearing_away;Negative
corrosion;Negative
corroding;Negative
wandering;Negative
quicksilver;Negative
mercurial;Negative
fickle;Negative
planetary;Negative
temperamental;Negative
drift;Negative
stray;Negative
err;Negative
slip;Negative
error-prone;Negative
erroneous_belief;Negative
erroneousness;Negative
misplay;Negative
computer_error;Negative
step_up;Negative
intensify;Negative
bilk;Negative
equivocation;Negative
escape;Negative
dodging;Negative
dispossession;Negative
constructive_eviction;Negative
legal_ouster;Negative
overdraw;Negative
magnify;Negative
amplify;Negative
hyperbolise;Negative
overdo;Negative
hyperbolize;Negative
magnified;Negative
enlarged;Negative
overdone;Negative
hyperbole;Negative
magnification;Negative
exuberant;Negative
overweening;Negative
extravagant;Negative
overly;Negative
to_a_fault;Negative
too;Negative
vindicated;Negative
absolved;Negative
cleared;Negative
alibi;Negative
self-justification;Negative
vindication;Negative
effort;Negative
tap;Negative
overwork;Negative
work;Negative
feat;Negative
development;Negative
victimization;Negative
using;Negative
victimisation;Negative
exploitatory;Negative
exploitive;Negative
ill-used;Negative
put-upon;Negative
victimised;Negative
victimized;Negative
used;Negative
debunk;Negative
display;Negative
exhibit;Negative
unmasking;Negative
open;Negative
projection;Negative
ejection;Negative
forcing_out;Negative
riddance;Negative
extrusion;Negative
mitigate;Negative
palliate;Negative
extenuate;Negative
flunk;Negative
miscarry;Negative
bomb;Negative
flush_it;Negative
run_out;Negative
go_wrong;Negative
loser;Negative
unsuccessful_person;Negative
nonstarter;Negative
radioactive_dust;Negative
side_effect;Negative
off-key;Negative
treasonably;Negative
assumed;Negative
sham;Negative
put_on;Negative
imitation;Negative
pretended;Negative
traitorously;Negative
fictive;Negative
delusive;Negative
simulated;Negative
untrue;Negative
treacherously;Negative
faithlessly;Negative
FAUX;Negative
sour;Negative
falsehood;Negative
refutation;Negative
refutal;Negative
disproof;Negative
interpolate;Negative
cook;Negative
wangle;Negative
alter;Negative
falseness;Negative
human_death;Negative
blame;Negative
demerit;Negative
venerate;Negative
revere;Negative
fright;Negative
dread;Negative
awe;Negative
veneration;Negative
reverence;Negative
fearfulness;Negative
fancied;Negative
fictional;Negative
fabricated;Negative
ticket;Negative
break_water;Negative
fine;Negative
fin;Negative
amercement;Negative
go_off;Negative
raise;Negative
fuel;Negative
arouse;Negative
enkindle;Negative
kindle;Negative
evoke;Negative
elicit;Negative
open_fire;Negative
firing_off;Negative
inflammation;Negative
lighting;Negative
ignition;Negative
kindling;Negative
blemished;Negative
prevent;Negative
verboten;Negative
tabu;Negative
proscribed;Negative
prohibited;Negative
out;Negative
taboo;Negative
minacious;Negative
sinister;Negative
minatory;Negative
dour;Negative
baleful;Negative
menacing;Negative
ominous;Negative
drive;Negative
push;Negative
thrust;Negative
strength;Negative
ram;Negative
wedge;Negative
force_play;Negative
military_unit;Negative
forcefulness;Negative
force-out;Negative
impel;Negative
military_group;Negative
military_force;Negative
storm;Negative
power;Negative
personnel;Negative
constrained;Negative
waive;Negative
throw_overboard;Negative
forgo;Negative
antecede;Negative
precede;Negative
antedate;Negative
foreswear;Negative
dispense_with;Negative
predate;Negative
bygone;Negative
bypast;Negative
anticipate;Negative
foresee;Negative
counter;Negative
preclusion;Negative
obviation;Negative
pseudo;Negative
pretender;Negative
put-on;Negative
shammer;Negative
faker;Negative
imposter;Negative
pseud;Negative
impostor;Negative
hoax;Negative
role_player;Negative
humbug;Negative
dupery;Negative
duplicity;Negative
thwart;Negative
torment;Negative
scotch;Negative
baffle;Negative
foil;Negative
cross;Negative
crucify;Negative
dun;Negative
frustrative;Negative
thwarting;Negative
foiling;Negative
momentary;Negative
runaway;Negative
fleeting;Negative
fugitive_from_justice;Negative
momentaneous;Negative
fleer;Negative
gratis;Negative
complimentary;Negative
needless;Negative
uncalled-for;Negative
costless;Negative
free;Negative
score;Negative
grudge;Negative
baseless;Negative
wild;Negative
shamefaced;Negative
hangdog;Negative
kibosh;Negative
halting;Negative
freeze;Negative
stanch;Negative
stem;Negative
crippled;Negative
staunch;Negative
gimpy;Negative
game;Negative
lame;Negative
shackle;Negative
cramp;Negative
strangle;Negative
halter;Negative
chevvy;Negative
chivvy;Negative
chevy;Negative
beset;Negative
molest;Negative
harry;Negative
plague;Negative
chivy;Negative
hassle;Negative
molestation;Negative
rigour;Negative
rigor;Negative
grimness;Negative
severeness;Negative
rigourousness;Negative
rigorousness;Negative
asperity;Negative
trauma;Negative
coarse;Negative
abrasive;Negative
rough;Negative
raspingly;Negative
gratingly;Negative
scratchiness;Negative
stiffness;Negative
hardness;Negative
abrasiveness;Negative
roughness;Negative
inclemency;Negative
cruelness;Negative
cruelty;Negative
venture;Negative
pretend;Negative
gamble;Negative
chance;Negative
run_a_risk;Negative
stake;Negative
take_chances;Negative
fortune;Negative
guess;Negative
adventure;Negative
luck;Negative
take_a_chance;Negative
hind;Negative
obstructive;Negative
clogging;Negative
uncongenial;Negative
antagonism;Negative
aggression;Negative
ill_will;Negative
enmity;Negative
bruise;Negative
anguish;Negative
wounded;Negative
wound;Negative
ache;Negative
smart;Negative
spite;Negative
light;Negative
tick_over;Negative
jobless;Negative
unused;Negative
loose;Negative
out_of_work;Negative
laze;Negative
slug;Negative
idleness;Negative
loafing;Negative
unheeded;Negative
lawlessly;Negative
illegitimate;Negative
outlawed;Negative
illegitimately;Negative
unbalance;Negative
dissymmetry;Negative
asymmetry;Negative
unripe;Negative
unripened;Negative
green;Negative
young;Negative
unfledged;Negative
deflower;Negative
afflicted;Negative
disablement;Negative
constipation;Negative
disability;Negative
deadening;Negative
stultification;Negative
blind_alley;Negative
cul_de_sac;Negative
dead-end_street;Negative
obturate;Negative
occlude;Negative
jam;Negative
obstructor;Negative
impedimenta;Negative
obstructer;Negative
at_hand;Negative
impendent;Negative
impend;Negative
imminent;Negative
close_at_hand;Negative
jussive_mood;Negative
imperative_form;Negative
imperative_mood;Negative
imperfectness;Negative
entail;Negative
impossibleness;Negative
impossible_action;Negative
out_of_the_question;Negative
inconceivable;Negative
unimaginable;Negative
insufferable;Negative
unsufferable;Negative
pound;Negative
poundage;Negative
impoundment;Negative
internment;Negative
unworkable;Negative
infeasible;Negative
windy;Negative
Laputan;Negative
visionary;Negative
airy;Negative
immurement;Negative
captivity;Negative
unconventional;Negative
improperness;Negative
liberty;Negative
familiarity;Negative
indecorum;Negative
unprocurable;Negative
untouchable;Negative
unaccessible;Negative
inactiveness;Negative
demobilize;Negative
demobilise;Negative
deactivate;Negative
deactivation;Negative
inertia;Negative
inadequateness;Negative
unequal;Negative
unwittingly;Negative
unadvisable;Negative
unfitting;Negative
out_or_keeping;Negative
unequal_to;Negative
disable;Negative
incapacitate;Negative
helpless;Negative
disenable;Negative
gaol;Negative
jail;Negative
jug;Negative
put_behind_bars;Negative
remand;Negative
immure;Negative
imprison;Negative
relative_incidence;Negative
incidental;Negative
repugnance;Negative
mutual_exclusiveness;Negative
antagonistic;Negative
mismated;Negative
discrepant;Negative
contrastive;Negative
ill-sorted;Negative
bungling;Negative
fumbling;Negative
unskilled;Negative
incompetent_person;Negative
displaying_incompetence;Negative
uncomplete;Negative
rawness;Negative
incommode;Negative
disoblige;Negative
incommodiousness;Negative
troublesomeness;Negative
worriment;Negative
put_out;Negative
discommode;Negative
wrongness;Negative
uncomely;Negative
unbecoming;Negative
unseemly;Negative
indecorous;Negative
chargeable;Negative
bill_of_indictment;Negative
uneffective;Negative
ineffectual;Negative
inefficaciously;Negative
ineffectualness;Negative
ineffectuality;Negative
unfairness;Negative
inexperient;Negative
subscript;Negative
visit;Negative
inflict;Negative
impose;Negative
misdemeanour;Negative
conquer;Negative
bottle_up;Negative
stamp_down;Negative
suppress;Negative
inhibit;Negative
subdue;Negative
combat_injury;Negative
accidental_injury;Negative
extraordinarily;Negative
query;Negative
interrogation;Negative
enquiry;Negative
research;Negative
unstableness;Negative
rebelliousness;Negative
rising;Negative
revolt;Negative
uprising;Negative
rebellion;Negative
designed;Negative
knowing;Negative
step_in;Negative
intervene;Negative
interpose;Negative
intervention;Negative
meddlesome;Negative
busybodied;Negative
meddling;Negative
busy;Negative
officious;Negative
fitful;Negative
off-and-on;Negative
bullying;Negative
shut-in;Negative
disconfirming;Negative
invalidness;Negative
enquire;Negative
inquire;Negative
look_into;Negative
probe;Negative
unvoluntary;Negative
nonvoluntary;Negative
unreconcilable;Negative
guerilla;Negative
maverick;Negative
atypical;Negative
temporary;Negative
insurgent;Negative
second;Negative
unorthodox;Negative
guerrilla;Negative
geometrical_irregularity;Negative
unregularity;Negative
on_an_irregular_basis;Negative
wittingly;Negative
absent;Negative
missing;Negative
lacklustre;Negative
lustreless;Negative
lusterless;Negative
fall_back;Negative
retardation;Negative
meantime;Negative
dawdle;Negative
meanwhile;Negative
fall_behind;Negative
stave;Negative
slip_by;Negative
elapse;Negative
retrogress;Negative
go_along;Negative
backslide;Negative
regress;Negative
oversight;Negative
slide_by;Negative
reversion;Negative
reverting;Negative
slip_away;Negative
backsliding;Negative
relapsing;Negative
glide_by;Negative
relapse;Negative
go_by;Negative
recidivate;Negative
nonchurchgoing;Negative
tardily;Negative
lately;Negative
latterly;Negative
belatedly;Negative
former;Negative
recent;Negative
deep;Negative
later;Negative
belated;Negative
of_late;Negative
tardy;Negative
previous;Negative
recently;Negative
launder;Negative
prevarication;Negative
lie_in;Negative
dwell;Negative
Trygve_Lie;Negative
rest;Negative
consist;Negative
Trygve_Halvden_Lie;Negative
lie_down;Negative
hang_around;Negative
tarriance;Negative
mess_about;Negative
lounge;Negative
loiter;Negative
hover;Negative
lollygag;Negative
linger;Negative
footle;Negative
loaf;Negative
lallygag;Negative
lurk;Negative
mill_about;Negative
tarry;Negative
mill_around;Negative
neutralize;Negative
neutralise;Negative
pay_off;Negative
do_in;Negative
elimination;Negative
extermination;Negative
manslayer;Negative
receiver;Negative
murderer;Negative
litigator;Negative
process;Negative
action;Negative
judicial_proceeding;Negative
turn_a_loss;Negative
misplace;Negative
recede;Negative
mislay;Negative
going;Negative
personnel_casualty;Negative
passing;Negative
red;Negative
red_ink;Negative
expiration;Negative
losings;Negative
preoccupied;Negative
doomed;Negative
deep_in_thought;Negative
fabrication;Negative
misfunction;Negative
malevolence;Negative
spitefulness;Negative
maliciousness;Negative
malevolency;Negative
venom;Negative
keep_in_line;Negative
pull_strings;Negative
control;Negative
rig;Negative
pull_wires;Negative
use;Negative
handling;Negative
misestimate;Negative
misestimation;Negative
misreckoning;Negative
deviltry;Negative
maleficence;Negative
shenanigan;Negative
devilment;Negative
devilry;Negative
rascality;Negative
balefulness;Negative
mischief-making;Negative
roguishness;Negative
roguery;Negative
mischievousness;Negative
misbehave;Negative
actus_reus;Negative
wrongful_conduct;Negative
misdemean;Negative
misdate;Negative
misguide;Negative
misaddress;Negative
blow;Negative
bobble;Negative
bollocks_up;Negative
foul_up;Negative
mess_up;Negative
botch_up;Negative
fumble;Negative
bollocks;Negative
bodge;Negative
muff;Negative
ball_up;Negative
fuck_up;Negative
bungle;Negative
screw_up;Negative
louse_up;Negative
flub;Negative
bollix_up;Negative
bollix;Negative
muck_up;Negative
fluff;Negative
botch;Negative
bumble;Negative
misconceive;Negative
misapprehend;Negative
